Facility_Name,Ownership_Type
MURONG BARANGAY HEALTH STATION,Government
NANGALISAN BARANGAY HEALTH STATION,Government
PANIKI BARANGAY HEALTH STATION,Government
POGONSINO BARANGAY HEALTH STATION,Government
SAN PEDRO BARANGAY HEALTH STATION,Government
SANTA CRUZ BARANGAY HEALTH STATION,Government
SANTA LUCIA BARANGAY HEALTH STATION,Government
TUAO SOUTH BARANGAY HEALTH STATION,Government
VILLA COLOMA BARANGAY HEALTH STATION,Government
VILLAROS BARANGAY HEALTH STATION,Government
VIZCAYA LABWORKS DIAGNOSTICS,Private
A.G. PADRE MD. FAMILY HEALTHCARE CLINIC & DIAGNOSTIC CENTER,Private
ABIAN BARANGAY HEALTH STATION,Government
ABINGANAN BARANGAY HEALTH STATION,Government
ALIAGA BARANGAY HEALTH STATION,Government
ALMAGUER NORTH BARANGAY HEALTH STATION,Government
ALMAGUER SOUTH BARANGAY HEALTH STATION,Government
"B. BRAUN AVITUM PHILIPPINES, INC.",Private
BAMBANG RURAL HEALTH UNIT,Government
BANGGOT (POB.) BARANGAY HEALTH STATION,Government
BARAT BARANGAY HEALTH STATION,Government
BUAG (POB.) BARANGAY HEALTH STATION,Government
C.F.A LONGCARE MEDICAL LABORATORY,Private
CALAOCAN (POB.) BARANGAY HEALTH STATION,Government
COLOSSIANS 1 BIRTHING HOME,Private
DULLAO BARANGAY HEALTH STATION,Government
HOMESTEAD BARANGAY HEALTH STATION,Government
INDIANA BARANGAY HEALTH STATION,Government
MABUSLO BARANGAY HEALTH STATION,Government
MACATE BARANGAY HEALTH STATION,Government
MAGSAYSAY HILL BARANGAY HEALTH STATION,Government
MANAMTAM BARANGAY HEALTH STATION,Government
MAUAN BARANGAY HEALTH STATION,Government
MERGES DIAGNOSTIC LABORATORY,Private
NUEVA VIZCAYA PROVINCIAL HOSPITAL,Government
PALLAS BARANGAY HEALTH STATION,Government
PRESTIGE MEDICAL DIAGNOSTIC AND DIALYSIS CENTER CORPORATION,Private
"PRESTIGE MEDICAL, DIAGNOSTIC AND DIALYSIS CENTER CORPORATION",Private
SALINAS BARANGAY HEALTH STATION,Government
SAN ANTONIO NORTH BARANGAY HEALTH STATION,Government
SAN ANTONIO SOUTH BARANGAY HEALTH STATION,Government
SAN FERNANDO BARANGAY HEALTH STATION,Government
SAN LEONARDO BARANGAY HEALTH STATION,Government
SANTO DOMINGO PROPER BARANGAY HEALTH STATION,Government
SANTO DOMINGO WEST BARANGAY HEALTH STATION,Government
BANSING BARANGAY HEALTH STATION,Government
BAYOMBONG RURAL HEALTH UNIT BIRTHING CENTER,Government
BESTCURE MEDICAL AND DIAGNOSTIC CENTER,Private
BONFAL EAST BARANGAY HEALTH STATION,Government
BONFAL PROPER BARANGAY HEALTH STATION,Government
BONFAL WEST BARANGAY HEALTH STATION,Government
BUENAVISTA (VISTA HILLS) BARANGAY HEALTH STATION,Government
BUSILAC BARANGAY HEALTH STATION,Government
CABUAAN BARANGAY HEALTH STATION,Government
CASAT BARANGAY HEALTH STATION,Government
DISTRICT IV BARANGAY HEALTH STATION,Government
DON DOMINGO MADDELA POB. (DISTRICT I) BARANGAY HEALTH STATION,Government
DON MARIANO MARCOS BARANGAY HEALTH STATION,Government
LA TORRE NORTH BARANGAY HEALTH STATION,Government
LA TORRE SOUTH BARANGAY HEALTH STATION,Government
LIVE WELL MEDICAL AND DIAGNOSTIC LABORATORY,Private
MAGAPUY BARANGAY HEALTH STATION,Government
MAGSAYSAY BARANGAY HEALTH STATION,Government
MASOC BARANGAY HEALTH STATION,Government
MDRN MEDICAL AND BIRTHING CLINIC,Private
NUEVA VIZCAYA PROVINCIAL DEPARTMENT OF HEALTH OFFICE,Government
NUEVA VIZCAYA PROVINCIAL PUBLIC HEALTH LABORATORY,Government
NUEVA VIZCAYA PROVINCIAL PUBLIC HEALTH LABORATORY,Government
PAITAN BARANGAY HEALTH STATION,Government
PHILIPPINE RED CROSS NUEVA VIZCAYA CHAPTER,Government
PROVINCIAL INTEGRATED HEALTH OFFICE,Government
PROVINCIAL PUBLIC HEALTH LAB. & DRUG TESTING CENTER,Government
REGION 2 TRAUMA AND MEDICAL CENTER,Government
REGION II TRAUMA AND MEDICAL CENTER,Government
REGION II TRAUMA AND MEDICAL CENTER,Government
RURAL HEALTH UNIT OF BAYOMBONG,Government
SALVACION BARANGAY HEALTH STATION,Government
SAN NICOLAS NORTH (LUYANG) BARANGAY HEALTH STATION,Government
"VIZCAYA NEPHROCARE DIALYSIS CENTER, INC.",Private
BALETE BARANGAY HEALTH STATION,Government
DECABACAN BARANGAY HEALTH STATION,Government
DIADI EMERGENCY HOSPITAL,Government
DIADI RURAL HEALTH UNIT,Government
DURUAROG BARANGAY HEALTH STATION,Government
ESCOTING BARANGAY HEALTH STATION,Government
NAGSABARAN BARANGAY HEALTH STATION,Government
NITA O. BAUTISTA BIRTHING HOME,Private
ROSARIO BARANGAY HEALTH STATION,Government
BELANCE BARANGAY HEALTH STATION,Government
BELANCE BIRTHING FACILITY,Government
BINNUANGAN BARANGAY HEALTH STATION,Government
BITNONG BARANGAY HEALTH STATION,Government
BULALA BARANGAY HEALTH STATION,Government
DUPAX DISTRICT HOSPITAL,Government
INABAN BARANGAY HEALTH STATION,Government
INEANGAN BARANGAY HEALTH STATION,Government
LAMO BARANGAY HEALTH STATION,Government
MABASA BARANGAY HEALTH STATION,Government
MACABENGA BARANGAY HEALTH STATION,Government
MUNGUIA BARANGAY HEALTH STATION,Government
NEW GUMIAD BARANGAY HEALTH STATION,Government
OYAO BARANGAY HEALTH STATION,Government
PARAI BARANGAY HEALTH STATION,Government
RHU- DUPAX DEL NORTE,Government
RURAL HEALTH UNIT - DUPAX DEL NORTE BIRTHING CLINIC,Government
RURAL HEALTH UNIT DUPAX DEL NORTE,Government
YABBI BARANGAY HEALTH STATION,Government
ABACA BARANGAY HEALTH STATION,Government
BALZAIN BARANGAY HEALTH STATION,Government
BANILA BARANGAY HEALTH STATION,Government
BIRUK BARANGAY HEALTH STATION,Government
CANABAY BARANGAY HEALTH STATION,Government
CAROLOTAN BARANGAY HEALTH STATION,Government
DOMANG BARANGAY HEALTH STATION,Government
DUPAX DEL SUR RURAL HEALTH UNIT,Government
GABUT BARANGAY HEALTH STATION,Government
GANAO BARANGAY HEALTH STATION,Government
KIMBUTAN BARANGAY HEALTH STATION,Government
KINABUAN BARANGAY HEALTH STATION,Government
KINABUAN BIRTHING HOME,Government
LUKIDNON BARANGAY HEALTH STATION,Government
MANGAYANG BARANGAY HEALTH STATION,Government
PALABOTAN BARANGAY HEALTH STATION,Government
SANGUIT BARANGAY HEALTH STATION,Government
TALBEK BARANGAY HEALTH STATION,Government
ALIMIT BARANGAY HEALTH STATION,Government
ALLOY BARANGAY HEALTH STATION,Government
ANTUTOT BARANGAY HEALTH STATION,Government
BILET BARANGAY HEALTH STATION,Government
BINOGAWAN BARANGAY HEALTH STATION,Government
BIYOY BARANGAY HEALTH STATION,Government
BUA BARANGAY HEALTH STATION,Government
CAMAMASI BARANGAY HEALTH STATION,Government
CAPISAAN BARANGAY HEALTH STATION,Government
CATARAWAN BARANGAY HEALTH STATION,Government
CORDON BARANGAY HEALTH STATION,Government
DIDIPIO BARANGAY HEALTH STATION,Government
DINE BARANGAY HEALTH STATION,Government
KAKIDUGUEN BARANGAY HEALTH STATION,Government
KASIBU MUNICIPAL HEALTH OFFICE CLINICAL LABORATORY,Government
KASIBU MUNICIPAL HOSPITAL,Government
KASIBU RURAL HEALTH UNIT,Government
KASIBU RURAL HEALTH UNIT BIRTHING CENTER,Government
KONGKONG BARANGAY HEALTH STATION,Government
LUPA BARANGAY HEALTH STATION,Government
MACALONG BARANGAY HEALTH STATION,Government
MALABING BARANGAY HEALTH STATION,Government
MUTA BARANGAY HEALTH STATION,Government
NANTAWACAN BARANGAY HEALTH STATION,Government
PAO BARANGAY HEALTH STATION,Government
PAPAYA BARANGAY HEALTH STATION,Government
PAQUET BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
PUDI BARANGAY HEALTH STATION,Government
SEGUEM BARANGAY HEALTH STATION,Government
TADJI BARANGAY HEALTH STATION,Government
TOKOD BARANGAY HEALTH STATION,Government
WANGAL BARANGAY HEALTH STATION,Government
WATWAT BARANGAY HEALTH STATION,Government
ACACIA BARANGAY HEALTH STATION,Government
ALANG - SALACSAC BARANGAY HEALTH STATION,Government
AMELONG LABENG BARANGAY HEALTH STATION,Government
ANSIPSIP BARANGAY HEALTH STATION,Government
BAAN BARANGAY HEALTH STATION AND BIRTHING CENTER,Government
BAAN BIRTHING CLINIC,Government
BABADI BARANGAY HEALTH STATION,Government
BALANGABANG BARANGAY HEALTH STATION,Government
BALETE BARANGAY HEALTH STATION,Government
BANAO BARANGAY HEALTH STATION,Government
BESONG BARANGAY HEALTH STATION,Government
BESONG BIRTHING CLINIC,Government
BINALIAN BARANGAY HEALTH STATION,Government
BUYASYAS BARANGAY HEALTH STATION,Government
CABALATAN BARANGAY HEALTH STATION,Government
CABANGLASAN BARANGAY HEALTH STATION,Government
CABAYO BARANGAY HEALTH STATION,Government
CASTILLO VILLAGE BARANGAY HEALTH STATION,Government
KAYAPA PROPER EAST BARANGAY HEALTH STATION,Government
KAYAPA PROPER WEST BARANGAY HEALTH STATION,Government
KAYAPA PROPER WEST BIRTHING CLINIC,Government
KAYAPA SUPER HEALTH CENTER,Government
LATBANG BARANGAY HEALTH STATION,Government
LAWIGAN BARANGAY HEALTH STATION,Government
LT. TIDANG MEMORIAL HOSPITAL,Government
MAPAYAO BARANGAY HEALTH STATION,Government
NANSIAKAN BARANGAY HEALTH STATION,Government
PAMPANG BARANGAY HEALTH STATION,Government
PANGAWAN BARANGAY HEALTH STATION,Government
PINAYAG BARANGAY HEALTH STATION,Government
PINGKIAN BARANGAY HEALTH STATION,Government
SAN FABIAN BARANGAY HEALTH STATION,Government
TALECABCAB BARANGAY HEALTH STATION,Government
TIDANG VILLAGE BARANGAY HEALTH STATION,Government
TUBONGAN BARANGAY HEALTH STATION,Government
BARESBES BARANGAY HEALTH STATION,Government
BONIFACIO BARANGAY HEALTH STATION,Government
BULIWAO BARANGAY HEALTH STATION,Government
CALAOCAN BARANGAY HEALTH STATION,Government
CALIAT BARANGAY HEALTH STATION,Government
DAGUPAN BARANGAY HEALTH STATION,Government
DARUBBA BARANGAY HEALTH STATION,Government
MAASIN BARANGAY HEALTH STATION,Government
MADDIANGAT BARANGAY HEALTH STATION,Government
NALUBBUNAN BARANGAY HEALTH STATION,Government
RUNRUNO BARANGAY HEALTH STATION,Government
RURAL HEALTH UNIT - QUEZON NUEVA VIZCAYA,Government
RURAL HEALTH UNIT - QUEZON NUEVA VIZCAYA BIRTHING CLINIC,Government
"RURAL HEALTH UNIT- QUEZON, NUEVA VIZCAYA",Government
ATBU BARANGAY HEALTH STATION,Government
BACNENG BARANGAY HEALTH STATION,Government
BALETE BARANGAY HEALTH STATION,Government
BANTINAN BARANGAY HEALTH STATION,Government
BARACBAC BARANGAY HEALTH STATION,Government
CANABUAN BARANGAY HEALTH STATION,Government
CANABUAN BARANGAY HEALTH STATION AND BIRTHING CENTER,Government
IMUGAN BARANGAY HEALTH STATION,Government
MALICO BARANGAY STATION,Government
POBLACION BARANGAY HEALTH STATION AND BIRTHING CENTER,Government
POBLACION BHS AND BIRTHING CLINIC,Government
SANTA FE MAIN HEALTH CENTER,Government
SANTA FE MAIN HEALTH CENTER,Government
SANTA FE MAIN HEALTH CENTER AND BIRTHING CLINIC,Government
SANTA ROSA BARANGAY HEALTH STATION,Government
SINAPAOAN BARANGAY HEALTH STATION,Government
TACTAC BARANGAY HEALTH STATION,Government
UNIB BARANGAY HEALTH STATION,Government
VILLA FLORES BARANGAY HEALTH STATION,Government
ABC Dental Laboratory,Private
AGGUB BARANGAY HEALTH STATION,Government
AQUINO DENTAL LABORATORY,Private
AQUINO DENTAL LABORATORY,Private
BAGAHABAG BARANGAY HEALTH STATION,Government
BANGAAN BARANGAY HEALTH STATION,Government
BANGAR BARANGAY HEALTH STATION,Government
BASCARAN BARANGAY HEALTH STATION,Government
BHS AGGUB,Government
BHS BANGAAN,Government
BHS BANGAR,Government
BHS COMMONAL,Government
BHS CONCEPCION,Government
BHS LACTAWAN,Government
BHS POB NORTH,Government
BHS POB SOUTH,Government
BHS QUEZON,Government
BHS TUCAL,Government
BHS UDDIAWAN,Government
COMMUNAL BARANGAY HEALTH STATION,Government
CONCEPCION (CALALABANGAN) BARANGAY HEALTH STATION,Government
CURIFANG BARANGAY HEALTH STATION,Government
DADAP BARANGAY HEALTH STATION,Government
DR. WILLIE A. DAMASCO MEDICAL CLINIC,Private
LACTAWAN BARANGAY HEALTH STATION,Government
MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE,Private
MJNR LABORATORY AND DIAGNOSTIC CENTER,Private
OSMEÑA BARANGAY HEALTH STATION,Government
PILAR D. GALIMA BARANGAY HEALTH STATION,Government
"PLTCI, INC. LUIS A. TIAM MEDICAL CENTER",Private
POBLACION SOUTH BARANGAY HEALTH STATION,Government
PRIME DIAGNOSTIC LABORATORY,Private
PRIME DIAGNOSTIC SOLANO BRANCH,Private
QUEZON BARANGAY HEALTH STATION,Government
QUIRINO BARANGAY HEALTH STATION,Government
ROXAS BARANGAY HEALTH STATION,Government
"SALUBRIS, INC.",Private
SAN JUAN BARANGAY HEALTH STATION,Government
SAN LUIS BARANGAY HEALTH STATION,Government
SOLANO RURAL HEALTH UNIT WITH LYING IN CLINIC AND LABORATORY,Government
SOLANO RURAL HEALTH UNIT WITH LYING-IN AND LABORATORY,Government
SOLANO RURAL HEALTH UNIT WITH LYING-IN CLINIC AND LABORATORY,Government
"ST. LUCY'S CATARACT & LASER EYE CENTER, INC.",Private
TOPLINE MEDICAL CLINIC AND LABORATORY,Private
TUCAL BARANGAY HEALTH STATION,Government
UDDIAWAN BARANGAY HEALTH STATION,Government
VICENTE L. DANGUILAN MEMORIAL CLINIC,Private
VIZCAYA KIDNEY CARE CENTER COOPERATIVE,Private
VIZCAYA PRIMECARE INC. CLINICAL LABORATORY,Private
WACAL BARANGAY HEALTH STATION,Government
BINTAWAN NORTE BARANGAY HEALTH STATION,Government
BINTAWAN SUR BARANGAY HEALTH STATION,Government
CABULUAN BARANGAY HEALTH STATION,Government
IBUNG BARANGAY HEALTH STATION,Government
IBUNG BIRTHING CLINIC,Government
NAGBITIN BARANGAY HEALTH STATION,Government
OCAPON BARANGAY HEALTH STATION,Government
PIEZA BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
SAWMILL BARANGAY HEALTH STATION,Government
VILLAVERDE RURAL HEALTH UNIT,Government
VILLAVERDE SUPER HEALTH CENTER,Government
AGLIPAY DISTRICT HOSPITAL,Government
AGLIPAY RURAL HEALTH UNIT,Government
AGLIPAY RURAL HEALTH UNIT BASIC EMERGENCY OBSTETRIC AND NEWBORN CARE CENTER,Government
AGLIPAY RURAL HEALTH UNIT CLINICAL LABORATORY,Government
ALICIA BARANGAY HEALTH STATION,Government
CABUGAO BARANGAY HEALTH STATION,Government
DAGUPAN BARANGAY HEALTH STATION,Government
DIODOL BARANGAY HEALTH STATION,Government
DUMABEL BARANGAY HEALTH STATION,Government
DUNGO BARANGAY HEALTH STATION,Government
GUINALBIN BARANGAY HEALTH STATION,Government
LIGAYA BARANGAY HEALTH STATION,Government
NAGABGABAN BARANGAY HEALTH STATION,Government
PALACIAN BARANGAY HEALTH STATION,Government
PINARIPAD NORTE BARANGAY HEALTH STATION,Government
PINARIPAD SUR BARANGAY HEALTH STATION,Government
PROGRESO BARANGAY HEALTH STATION,Government
RAMOS BARANGAY HEALTH STATION,Government
RANG-AYAN BARANGAY HEALTH STATION,Government
SAN ANTONIO BARANGAY HEALTH STATION,Government
SAN BENIGNO BARANGAY HEALTH STATION,Government
SAN FRANCISCO BARANGAY HEALTH STATION,Government
SAN LEONARDO BARANGAY HEALTH STATION,Government
SAN MANUEL BARANGAY HEALTH STATION,Government
SAN RAMON BARANGAY HEALTH STATION,Government
VICTORIA BARANGAY HEALTH STATION,Government
VILLA PAGADUAN BARANGAY HEALTH STATION,Government
VILLA SANTIAGO BARANGAY HEALTH STATION,Government
VILLA VENTURA BARANGAY HEALTH STATION,Government
BANUAR BARANGAY HEALTH STATION,Government
BURGOS BARANGAY HEALTH STATION,Government
CABARROGUIS HEALTH OFFICE LABORATORY,Government
CABARROGUIS RURAL HEALTH UNIT,Government
CABARROGUIS RURAL HEALTH UNIT AND BIRTHING CENTER,Government
CALAOCAN BARANGAY HEALTH STATION,Government
DEL PILAR BARANGAY HEALTH STATION,Government
DIBIBI BARANGAY HEALTH STATION,Government
DINGASAN BARANGAY HEALTH STATION,Government
EDEN BARANGAY HEALTH STATION,Government
GOMEZ BARANGAY HEALTH STATION,Government
GUNDAWAY BARANGAY HEALTH STATION,Government
MANGANDINGAY BARANGAY HEALTH STATION,Government
QUIRINO PROVINCE MEDICAL CENTER,Government
QUIRINO PROVINCIAL DEPARTMENT OF HEALTH OFFICE,Government
QUIRINO STATE UNIVERSITY BIRTHING CLINIC,Government
SAN MARCOS BARANGAY HEALTH STATION,Government
SANTO DOMINGO BARANGAY HEALTH STATION,Government
TUCOD BARANGAY HEALTH STATION,Government
VILLA PEÑA BARANGAY HEALTH STATION,Government
VILLAMOR BARANGAY HEALTH STATION,Government
VILLAROSE BARANGAY HEALTH STATION,Government
ZAMORA BARANGAY HEALTH STATION,Government
AKLAN VILLAGE BARANGAY HEALTH STATION,Government
ANDRES BONIFACIO MAIN HEALTH CENTER,Government
AURORA EAST BARANGAY HEALTH STATION,Government
AURORA WEST BARANGAY HEALTH CENTER,Government
BAGUIO VILLAGE BARANGAY HEALTH STATION,Government
BALAGBAG BARANGAY HEALTH STATION,Government
BANNAWAG SUR BARANGAY HEALTH STATION,Government
CAJEL BARANGAY HEALTH CENTER,Government
CAMPAMENTO BARANGAY HEALTH STATION,Government
DIEGO SILANG BARANGAY HEALTH STATION,Government
DIFFUN DISTRICT HOSPITAL,Government
DIFFUN MUNICIPAL HEALTH OFFICE,Government
DIFFUN MUNICIPAL HEALTH OFFICE BIRTHING CLINIC,Government
DIFFUN MUNICIPAL HEALTH OFFICE CLINICAL LABORATORY,Government
DIFFUN MUNICIPAL HEALTH OFFICE CLINICAL LABORATORY,Government
DON FAUSTINO PAGADUAN BARANGAY HEALTH STATION,Government
DON MARIANO PEREZ BARANGAY HEALTH STATION,Government
DOÑA IMELDA BARANGAY HEALTH CENTER,Government
DUMANISI BARANGAY HEALTH STATION,Government
GABRIELA SILANG BARANGAY HEALTH CENTER,Government
GREGORIO PIMENTEL BARANGAY HEALTH STATION,Government
GULAC BARANGAY HEALTH STATION,Government
GURIBANG BARANGAY HEALTH STATION,Government
HANCH ANGELS BIRTHING HOME,Private
HM MATERNITY AND BIRTHING HOME CLINIC,Private
IFUGAO VILLAGE BARANGAY HEALTH STATION,Government
ISIDRO PAREDES BARANGAY HEALTH STATION,Government
JUANA'S LYING-IN CLINIC,Private
LIWAYWAY BARANGAY HEALTH STATION,Government
LUTTUAD BARANGAY HEALTH STATION,Government
MAGSAYSAY BARANGAY HEALTH STATION,Government
MAKATE BARANGAY HEALTH CENTER,Government
MARIA CLARA BARANGAY HEALTH STATION,Government
RAFAEL PALMA BARANGAY HEALTH STATION,Government
RICARTE NORTE BARANGAY HEALTH STATION,Government
RICARTE SUR BARANGAY HEALTH STATION,Government
RIZAL BARANGAY HEALTH STATION,Government
SAN ANTONIO BARANGAY HEALTH STATION,Government
SAN ISIDRO BARANGAY HEALTH STATION,Government
SAN PASCUAL BARANGAY HEALTH STATION,Government
VILLA PASCUA BARANGAY HEALTH STATION,Government
ABBAG BARANGAY HEALTH STATION,Government
BALLIGUI BARANGAY HEALTH STATION,Government
BUENAVISTA BARANGAY HEALTH STATION,Government
CABARUAN BARANGAY HEALTH STATION,Government
CABUA-AN BARANGAY HEALTH STATION,Government
COFCAVILLE BARANGAY HEALTH STATION,Government
DIDUYON BARANGAY HEALTH STATION,Government
DIPINTIN BARANGAY HEALTH STATION,Government
DIVISORIA NORTE BARANGAY HEALTH STATION,Government
DIVISORIA SUR BARANGAY HEALTH STATION,Government
DUMABATO NORTE BARANGAY HEALTH STATION,Government
DUMABATO SUR BARANGAY HEALTH STATION,Government
HEARTS AND MINDS BIRTHING HOME INC.,Private
JOSE ANCHETA BARANGAY HEALTH STATION,Government
LUSOD BARANGAY HEALTH STATION,Government
MADDELA DISTRICT HOSPITAL,Government
MADDELA RURAL HEALTH UNIT,Government
MADDELA RURAL HEALTH UNIT- BIRTHING CENTER,Government
MANGLAD BARANGAY HEALTH STATION,Government
PEDLISAN BARANGAY HEALTH STATION,Government
POBLACION NORTE BARANGAY HEALTH STATION,Government
POBLACION SUR BARANGAY HEALTH STATION,Government
SAN BERNABE BARANGAY HEALTH STATION,Government
SAN DIONISIO I BARANGAY HEALTH STATION,Government
SAN MARTIN BARANGAY HEALTH STATION,Government
SAN PEDRO BARANGAY HEALTH STATION,Government
SAN SALVADOR BARANGAY HEALTH STATION,Government
SANTA MARIA BARANGAY HEALTH STATION,Government
SANTO NIÑO BARANGAY HEALTH STATION,Government
SANTO TOMAS BARANGAY HEALTH STATION,Government
UKARE ADVANCE DIALYSIS CENTER,Private
VILLA AGULLANA BARANGAY HEALTH STATION,Government
VILLA GRACIA BARANGAY HEALTH STATION,Government
VILLA HERMOSA NORTE BARANGAY HEALTH STATION,Government
VILLA HERMOSA SUR BARANGAY HEALTH STATION,Government
VILLA JOSE V YLANAN BARANGAY HEALTH STATION,Government
YSMAEL BARANGAY HEALTH STATION,Government
ANAK BARANGAY HEALTH STATION,Government
ASAKLAT BARANGAY HEALTH STATION,Government
DIPANTAN BARANGAY HEALTH STATION,Government
DISSIMUNGAL BARANGAY HEALTH STATION,Government
GUINGIN (LA CONWAP) BARANGAY HEALTH STATION,Government
GUINO (GIAYAN) BARANGAY HEALTH STATION,Government
LANDINGAN BARANGAY HEALTH STATION,Government
MATADDI BARANGAY HEALTH STATION,Government
MATMAD BARANGAY HEALTH STATION,Government
NAGTIPUNAN MUNICIPAL HEALTH OFFICE & BIRTHING CENTER,Government
NAGTIPUNAN RURAL HEALTH UNIT AND BIRTHING CENTER,Government
OLD GUMIAD BARANGAY HEALTH STATION,Government
PONGGO BARANGAY HEALTH STATION,Government
SAN DIONISIO II BARANGAY HEALTH STATION,Government
SAN PUGO BARANGAY HEALTH STATION,Government
SAN RAMOS BARANGAY HEALTH STATION,Government
SANGBAY BARANGAY HEALTH STATION,Government
WASID BARANGAY HEALTH STATION,Government
CARDENAS BARANGAY HEALTH STATION,Government
DIBUL BARANGAY HEALTH STATION,Government
GAMIS BARANGAY HEALTH STATION,Government
LA PAZ BARANGAY HEALTH STATION,Government
